id:0,x:0.5223190784454346,y:0.3743695318698883
id:407,x:0.5511273741722107,y:0.3800697922706604
id:408,x:0.5527922511100769,y:0.3795569837093353
id:409,x:0.5542647242546082,y:0.3789902925491333
id:410,x:0.5643182992935181,y:0.37658369541168213
id:411,x:0.5972540378570557,y:0.3638022243976593
id:412,x:0.5344864130020142,y:0.33509552478790283
id:413,x:0.5389750599861145,y:0.3257395625114441
id:414,x:0.5439948439598083,y:0.32654762268066406
id:415,x:0.5495861768722534,y:0.38046854734420776
id:416,x:0.5984031558036804,y:0.3756798505783081
id:417,x:0.5315119624137878,y:0.32543662190437317
id:418,x:0.552893877029419,y:0.39928025007247925
id:419,x:0.5276367664337158,y:0.3380482494831085
id:420,x:0.5399968028068542,y:0.34839165210723877
id:421,x:0.5395680069923401,y:0.40303975343704224
id:422,x:0.5707297325134277,y:0.38835540413856506
id:423,x:0.5580743551254272,y:0.3614097833633423
id:424,x:0.5629834532737732,y:0.39438289403915405
id:425,x:0.5779157876968384,y:0.36025285720825195
id:426,x:0.5661613345146179,y:0.3663077652454376
id:427,x:0.5849254727363586,y:0.3681051433086395
id:428,x:0.5422855019569397,y:0.4078000783920288
id:429,x:0.5454447865486145,y:0.35107657313346863
id:430,x:0.5778939127922058,y:0.39161616563796997
id:431,x:0.5675685405731201,y:0.39763256907463074
id:432,x:0.5765402913093567,y:0.38154837489128113
id:433,x:0.6071469783782959,y:0.3689408004283905
id:434,x:0.5873494148254395,y:0.38190150260925293
id:435,x:0.6128481030464172,y:0.3722345232963562
id:436,x:0.5728121399879456,y:0.37253838777542114
id:437,x:0.5398260951042175,y:0.3436407446861267
id:438,x:0.5380759239196777,y:0.3587478995323181
id:439,x:0.5435195565223694,y:0.35985541343688965
id:440,x:0.5341213941574097,y:0.35550227761268616
id:441,x:0.544670820236206,y:0.319965660572052
id:442,x:0.5580134391784668,y:0.3158789873123169
id:443,x:0.570225179195404,y:0.3151102364063263
id:444,x:0.5804947018623352,y:0.31632059812545776
id:445,x:0.5878411531448364,y:0.3190208673477173
id:446,x:0.5938245058059692,y:0.32839804887771606
id:447,x:0.6218064427375793,y:0.3395264148712158
id:448,x:0.5891837477684021,y:0.33579492568969727
id:449,x:0.5809904336929321,y:0.3375488221645355
id:450,x:0.5697780251502991,y:0.3380783796310425
id:451,x:0.5588207840919495,y:0.3373778462409973
id:452,x:0.5499998927116394,y:0.3360080420970917
id:453,x:0.543850839138031,y:0.3344593942165375
id:454,x:0.624403715133667,y:0.33882835507392883
id:455,x:0.5437184572219849,y:0.3611290454864502
id:456,x:0.5335366725921631,y:0.34523138403892517
id:457,x:0.5319535732269287,y:0.3592415750026703
id:458,x:0.5282294154167175,y:0.3616862893104553
id:459,x:0.5323179960250854,y:0.3600209951400757
id:460,x:0.5418839454650879,y:0.36259621381759644
id:461,x:0.5265291333198547,y:0.36219269037246704
id:462,x:0.5260916948318481,y:0.36320844292640686
id:463,x:0.5425628423690796,y:0.33058273792266846
id:464,x:0.5387560129165649,y:0.3316080868244171
id:465,x:0.5362706780433655,y:0.3324436545372009
id:466,x:0.5819293856620789,y:0.32648348808288574
id:467,x:0.5874959826469421,y:0.3238213062286377
id:468,x:0.48208314180374146,y:0.32774728536605835
id:469,x:0.4911416471004486,y:0.3277226984500885
id:470,x:0.4817938804626465,y:0.3231636881828308
id:471,x:0.4729986786842346,y:0.32781872153282166
id:472,x:0.4823245108127594,y:0.3323618471622467
id:473,x:0.5664412975311279,y:0.32754120230674744
id:474,x:0.5753410458564758,y:0.3272879123687744
id:475,x:0.5657685399055481,y:0.3229323923587799
id:476,x:0.5576199293136597,y:0.32777541875839233
id:477,x:0.5671260356903076,y:0.33217328786849976
